JAPONICA NIPPONBARE POSITIONS,ASSAY ID,ACCESSION,SUBPOPULATION,MISMATCH,25462764,25463321
"KYAUK KYI::IRGC 82773-1::[IRIS 313-12072]",IRIS 313-12072,IRGC 135766,indx,0.0,A,A
"KASIGNAYAN::IRGC 82788-1::[IRIS 313-12073]",IRIS 313-12073,IRGC 128336,trop,0.0,A,A
"MAVOLATSIKA::IRGC 83137-1::[IRIS 313-12082]",IRIS 313-12082,IRGC 127614,ind2,0.0,A,A
"SARIN TSIPALA::IRGC 83154-1::[IRIS 313-12083]",IRIS 313-12083,IRGC 128460,ind2,0.0,A,A
"KYAIN WAR ME DONE::IRGC 82819-1::[IRIS 313-12074]",IRIS 313-12074,IRGC 132283,aro,0.0,A,A
"KARUEL::IRGC 83792-1::[IRIS 313-12093]",IRIS 313-12093,IRGC 128334,indx,0.0,A,A
"KASHA::IRGC 83865-1::[IRIS 313-12094]",IRIS 313-12094,IRGC 127496,aro,0.0,A,A
"NEANG MINH::IRGC 83897-1::[IRIS 313-12097]",IRIS 313-12097,IRGC 135778,ind3,0.0,A,A
"SAMRONG 2::IRGC 83951-1::[IRIS 313-12101]",IRIS 313-12101,IRGC 132298,ind3,0.0,A,A
"SOK SOV::IRGC 83966-1::[IRIS 313-12102]",IRIS 313-12102,IRGC 132299,ind3,0.0,A,A
"PARAI JALEY MASIK::IRGC 84215-1::[IRIS 313-12108]",IRIS 313-12108,,trop,0.0,A,A
"ARITH::IRGC 84347-2::[IRIS 313-12109]",IRIS 313-12109,IRGC 127975,ind3,0.0,A,A
"HANG::IRGC 82842-1::[IRIS 313-12076]",IRIS 313-12076,IRGC 128306,subtrop,0.0,A,A
"OVIBENAMPOTAKA + OVIBE + MAKALIOKA::IRGC 84756-1::[IRIS 313-12118]",IRIS 313-12118,IRGC 127691,ind2,0.0,A,A
"CHA LIENG::IRGC 84920-1::[IRIS 313-12121]",IRIS 313-12121,IRGC 127254,ind3,0.0,A,A
"YOI::IRGC 82855-1::[IRIS 313-12077]",IRIS 313-12077,IRGC 127906,subtrop,0.0,A,A
"INPONG::IRGC 85524-1::[IRIS 313-12127]",IRIS 313-12127,IRGC 127431,ind3,0.0,A,A
"HMA GNENG::IRGC 85751-1::[IRIS 313-12128]",IRIS 313-12128,IRGC 127408,ind3,0.0,A,A
"MON LAI::IRGC 85857-1::[IRIS 313-12129]",IRIS 313-12129,IRGC 128391,subtrop,0.0,A,A
"KHAO PA::IRGC 85972-1::[IRIS 313-12130]",IRIS 313-12130,IRGC 127559,ind3,0.0,A,A
"LG 944::IRGC 86000-1::[IRIS 313-12131]",IRIS 313-12131,IRGC 132011,ind3,0.0,A,A
"DAU NGHA THAI BINH::IRGC 82891-1::[IRIS 313-12078]",IRIS 313-12078,IRGC 127301,indx,0.0,A,A
"TAP KHOUAY::IRGC 86373-1::[IRIS 313-12133]",IRIS 313-12133,IRGC 127849,ind3,0.0,A,A
"THATENG::IRGC 86377-1::[IRIS 313-12134]",IRIS 313-12134,IRGC 135802,subtrop,0.0,A,A
"PERUBAK LUEY::IRGC 86436-1::[IRIS 313-12135]",IRIS 313-12135,IRGC 127726,ind1B,0.0,A,A
"YADU BARA::IRGC 86912-1::[IRIS 313-12138]",IRIS 313-12138,IRGC 127896,indx,0.0,A,A
"HATEA::IRGC 86973-1::[IRIS 313-12141]",IRIS 313-12141,IRGC 132399,aus,0.0,A,A
"KASHMIRI::IRGC 83002-1::[IRIS 313-12079]",IRIS 313-12079,,ind3,0.0,A,A
"ATT CHHMOUS::IRGC 87030-1::[IRIS 313-12142]",IRIS 313-12142,IRGC 127177,ind3,0.0,A,A
"SRAU KHGNAERNG::IRGC 87073-1::[IRIS 313-12143]",IRIS 313-12143,IRGC 132300,ind3,0.0,A,A
"GINAYANGGANG::IRGC 87131-1::[IRIS 313-12144]",IRIS 313-12144,IRGC 136099,trop,0.0,A,A
"AM BEUS::IRGC 87189-1::[IRIS 313-12146]",IRIS 313-12146,IRGC 127121,indx,0.0,A,A
"ARNG'-KAR PHAR ONG::IRGC 87196-1::[IRIS 313-12147]",IRIS 313-12147,IRGC 127171,ind3,0.0,A,A
"ARN'-SAR THNGORN'::IRGC 87205-1::[IRIS 313-12148]",IRIS 313-12148,IRGC 127172,ind3,0.0,A,A
"DAMNOEUB KRACHAK SESS::IRGC 87380-1::[IRIS 313-12151]",IRIS 313-12151,IRGC 132279,ind3,0.0,A,A
"KA GIL::IRGC 83029-1::[IRIS 313-12080]",IRIS 313-12080,IRGC 127475,ind3,0.0,A,A
"DAMM NOEB THNGORN'::IRGC 87428-1::[IRIS 313-12152]",IRIS 313-12152,IRGC 132398,ind3,0.0,A,A
"PA PHA EA::IRGC 87751-1::[IRIS 313-12161]",IRIS 313-12161,IRGC 127717,ind3,0.0,A,A
"1146::IRGC 83068-1::[IRIS 313-12081]",IRIS 313-12081,IRGC 128208,ind3,0.0,A,A
"PA YANG NOEUGN::IRGC 87778-1::[IRIS 313-12164]",IRIS 313-12164,IRGC 127723,japx,0.0,A,A
"JHINUWA DHAN::IRGC 88545-1::[IRIS 313-12180]",IRIS 313-12180,IRGC 128323,indx,0.0,A,A
"NYAULI::IRGC 88628-1::[IRIS 313-12182]",IRIS 313-12182,IRGC 127686,indx,0.0,A,A
"SETYA::IRGC 88654-1::[IRIS 313-12183]",IRIS 313-12183,IRGC 127796,aus,0.0,A,A
"AE NOUA::IRGC 89308-1::[IRIS 313-12185]",IRIS 313-12185,IRGC 127110,indx,0.0,A,A
"BAO DAM::IRGC 89352-1::[IRIS 313-12186]",IRIS 313-12186,IRGC 128239,indx,0.0,A,A
"CHAM LEK::IRGC 89387-1::[IRIS 313-12187]",IRIS 313-12187,IRGC 127255,indx,0.0,A,A
"CHAO DO::IRGC 89430-1::[IRIS 313-12188]",IRIS 313-12188,IRGC 127260,ind3,0.0,A,A
"CHAO KHAW NYAO::IRGC 89460-1::[IRIS 313-12190]",IRIS 313-12190,IRGC 131975,indx,0.0,A,A
"DO NOUAN::IRGC 89648-1::[IRIS 313-12193]",IRIS 313-12193,IRGC 127341,ind3,0.0,A,A
"EA POUAK::IRGC 89748-1::[IRIS 313-12194]",IRIS 313-12194,IRGC 127353,ind3,0.0,A,A
"LEUANG::IRGC 90000-1::[IRIS 313-12200]",IRIS 313-12200,IRGC 128362,subtrop,0.0,A,A
"SALA::IRGC 90457-1::[IRIS 313-12207]",IRIS 313-12207,IRGC 128456,indx,0.0,A,A
"CHAM TON::IRGC 90600-1::[IRIS 313-12210]",IRIS 313-12210,IRGC 127257,indx,0.0,A,A
"WEONJU 8::IRGC 90845-1::[IRIS 313-12217]",IRIS 313-12217,IRGC 128501,temp,0.0,A,A
"CHAO KHIE KHOUAY::IRGC 90968-1::[IRIS 313-12220]",IRIS 313-12220,IRGC 131976,indx,0.0,A,A
"EA LOUY::IRGC 91220-1::[IRIS 313-12221]",IRIS 313-12221,IRGC 127351,ind3,0.0,A,A
"LAM BOUN::IRGC 91525-1::[IRIS 313-12222]",IRIS 313-12222,IRGC 127548,ind3,0.0,A,A
"NOON SOUNG::IRGC 91956-1::[IRIS 313-12224]",IRIS 313-12224,IRGC 127681,ind3,0.0,A,A
"PA LAT NGAN::IRGC 91983-1::[IRIS 313-12225]",IRIS 313-12225,IRGC 127711,ind3,0.0,A,A
"PANG::IRGC 91987-1::[IRIS 313-12226]",IRIS 313-12226,IRGC 127712,subtrop,0.0,A,A
"SET::IRGC 92200-1::[IRIS 313-12227]",IRIS 313-12227,IRGC 127795,subtrop,0.0,A,A
"SOM::IRGC 92221-1::[IRIS 313-12228]",IRIS 313-12228,IRGC 128474,subtrop,0.0,A,A
"TAM::IRGC 92253-1::[IRIS 313-12229]",IRIS 313-12229,IRGC 127843,ind3,0.0,A,A
"TOUN::IRGC 92291-2::[IRIS 313-12231]",IRIS 313-12231,IRGC 128192,ind3,0.0,A,A
"TE SAN AI 2::IRGC 93355-1::[IRIS 313-12232]",IRIS 313-12232,IRGC 127852,indx,0.0,A,A
"ANLINGWUBAILI::IRGC 93363-1::[IRIS 313-12234]",IRIS 313-12234,IRGC 127124,ind1B,0.0,A,A
"LAOZAOGU::IRGC 93444-1::[IRIS 313-12236]",IRIS 313-12236,IRGC 127552,ind1A,0.0,A,A
"WUGU::IRGC 93479-1::[IRIS 313-12237]",IRIS 313-12237,IRGC 127893,ind1A,0.0,A,A
"PULUT MINYAK::IRGC 93615-1::[IRIS 313-12240]",IRIS 313-12240,IRGC 132294,ind3,0.0,A,A
"SEMENDANG::IRGC 93633-1::[IRIS 313-12241]",IRIS 313-12241,IRGC 127793,trop,0.0,A,A
"KHAO KHOT::IRGC 93892-1::[IRIS 313-12242]",IRIS 313-12242,IRGC 128339,subtrop,0.0,A,A
"PINAHULA::IRGC 93937-1::[IRIS 313-12244]",IRIS 313-12244,IRGC 128433,trop,0.0,A,A
"BANGKOUY::IRGC 94037-1::[IRIS 313-12246]",IRIS 313-12246,IRGC 127208,ind3,0.0,A,A
"DAMNOEUB KRAMOUM::IRGC 94084-2::[IRIS 313-12247]",IRIS 313-12247,IRGC 128026,ind3,0.0,A,A
"DAMNOUEB PHDAU PEN::IRGC 94176-1::[IRIS 313-12249]",IRIS 313-12249,IRGC 128271,ind3,0.0,A,A
"RUS RUSSEI::IRGC 94341-1::[IRIS 313-12251]",IRIS 313-12251,IRGC 127772,ind3,0.0,A,A
"A MOUK::IRGC 94474-1::[IRIS 313-12252]",IRIS 313-12252,IRGC 128215,subtrop,0.0,A,A
"BAN BONG::IRGC 94565-1::[IRIS 313-12254]",IRIS 313-12254,IRGC 128237,subtrop,0.0,A,A
"DENG PEE::IRGC 94991-1::[IRIS 313-12257]",IRIS 313-12257,IRGC 128276,subtrop,0.0,A,A
"DON::IRGC 95117-1::[IRIS 313-12258]",IRIS 313-12258,IRGC 128283,subtrop,0.0,A,A
"EA NOUAN::IRGC 95147-1::[IRIS 313-12259]",IRIS 313-12259,IRGC 127352,ind3,0.0,A,A
"MAYATAUNG::IRGC 95957-1::[IRIS 313-12268]",IRIS 313-12268,IRGC 127616,indx,0.0,A,A
"SHWEWARHNAN::IRGC 96053-1::[IRIS 313-12269]",IRIS 313-12269,IRGC 127802,indx,0.0,A,A
"TOAM JUM::IRGC 96077-1::[IRIS 313-12270]",IRIS 313-12270,IRGC 127864,indx,0.0,A,A
"BATIBATIKAN::IRGC 96098-1::[IRIS 313-12271]",IRIS 313-12271,IRGC 127215,trop,0.0,A,A
"MALAGKIT (ITIM)::IRGC 96124-1::[IRIS 313-12272]",IRIS 313-12272,IRGC 127594,trop,0.0,A,A
"AIJIAONANTE::IRGC 96974-1::[IRIS 313-12273]",IRIS 313-12273,IRGC 127115,ind1A,0.0,A,A
"MAGU::IRGC 97027-1::[IRIS 313-12275]",IRIS 313-12275,IRGC 127590,indx,0.0,A,A
"EA KHAW NGAN::IRGC 95176-2::[IRIS 313-12260]",IRIS 313-12260,IRGC 128037,ind3,0.0,A,A
"RAMADITRA::IRGC 97124-1::[IRIS 313-12279]",IRIS 313-12279,IRGC 132296,trop,0.0,A,A
"MAKALIOKA::IRGC 97193-1::[IRIS 313-12280]",IRIS 313-12280,IRGC 132013,indx,0.0,A,A
"SALAZANA::IRGC 97219-1::[IRIS 313-12281]",IRIS 313-12281,IRGC 128457,trop,0.0,A,A
"TSY MILA RO::IRGC 97233-1::[IRIS 313-12282]",IRIS 313-12282,IRGC 132302,indx,0.0,A,A
"VARY 5000 FOTSY::IRGC 97235-1::[IRIS 313-12283]",IRIS 313-12283,IRGC 127884,indx,0.0,A,A
"VARY GONY::IRGC 97308-2::[IRIS 313-12284]",IRIS 313-12284,IRGC 128200,ind2,0.0,A,A
"PADI MIAT (KECIL)::IRGC 97366-1::[IRIS 313-12285]",IRIS 313-12285,IRGC 135576,trop,0.0,A,A
"EKAYIN SAW::IRGC 97468-2::[IRIS 313-12286]",IRIS 313-12286,IRGC 128038,ind3,0.0,A,A
"KAUK HNYINGWA::IRGC 97487-1::[IRIS 313-12287]",IRIS 313-12287,IRGC 127501,ind3,0.0,A,A
"EA TOM::IRGC 95276-1::[IRIS 313-12261]",IRIS 313-12261,IRGC 127354,ind3,0.0,A,A
"NGWE TOE KYE::IRGC 97530-1::[IRIS 313-12288]",IRIS 313-12288,IRGC 128405,ind3,0.0,A,A
"YARSABA::IRGC 97567-1::[IRIS 313-12289]",IRIS 313-12289,IRGC 132304,subtrop,0.0,A,A
"JON JAN::IRGC 97633-1::[IRIS 313-12290]",IRIS 313-12290,IRGC 127466,indx,0.0,A,A
"NGA CHEKH FAT::IRGC 97701-2::[IRIS 313-12291]",IRIS 313-12291,IRGC 132358,indx,0.0,A,A
"EMAHTAKYAN::IRGC 97789-1::[IRIS 313-12292]",IRIS 313-12292,IRGC 127358,ind3,0.0,A,A
"SABALINE::IRGC 98059-1::[IRIS 313-12296]",IRIS 313-12296,IRGC 127773,ind3,0.0,A,A
"LOUK PASOM::IRGC 98136-1::[IRIS 313-12297]",IRIS 313-12297,IRGC 127576,indx,0.0,A,A
"NYAE::IRGC 95302-1::[IRIS 313-12262]",IRIS 313-12262,IRGC 128410,subtrop,0.0,A,A
"MUANG TAY::IRGC 98382-1::[IRIS 313-12299]",IRIS 313-12299,IRGC 136100,subtrop,0.0,A,A
"NGAM KON DAM::IRGC 98486-1::[IRIS 313-12300]",IRIS 313-12300,IRGC 127673,indx,0.0,A,A
"LG 10178::IRGC 98526-1::[IRIS 313-12301]",IRIS 313-12301,IRGC 127556,indx,0.0,A,A
"LG 4153::IRGC 98528-1::[IRIS 313-12302]",IRIS 313-12302,IRGC 127560,ind3,0.0,A,A
"LG 9274::IRGC 98715-1::[IRIS 313-12303]",IRIS 313-12303,IRGC 127561,indx,0.0,A,A
"PA KHENG KHAW::IRGC 98779-1::[IRIS 313-12305]",IRIS 313-12305,IRGC 127708,ind3,0.0,A,A
"POU::IRGC 98968-1::[IRIS 313-12307]",IRIS 313-12307,IRGC 132034,subtrop,0.0,A,A
"KHIE TOM::IRGC 95601-1::[IRIS 313-12263]",IRIS 313-12263,IRGC 127521,ind3,0.0,A,A
"SAM SI::IRGC 99020-1::[IRIS 313-12308]",IRIS 313-12308,IRGC 127782,ind3,0.0,A,A
"SANPATONG NYAY::IRGC 99050-1::[IRIS 313-12309]",IRIS 313-12309,IRGC 127785,ind3,0.0,A,A
"TAM::IRGC 99161-1::[IRIS 313-12311]",IRIS 313-12311,IRGC 128481,subtrop,0.0,A,A
"TA SENG::IRGC 99176-1::[IRIS 313-12312]",IRIS 313-12312,IRGC 128482,subtrop,0.0,A,A
"LAI HIN::IRGC 99305-1::[IRIS 313-12313]",IRIS 313-12313,IRGC 135767,subtrop,0.0,A,A
"PSBRC 18::IRGC 99639-1::[IRIS 313-12319]",IRIS 313-12319,IRGC 127743,ind1B,0.0,A,A
"LG 10344::IRGC 99789-1::[IRIS 313-12321]",IRIS 313-12321,IRGC 127557,subtrop,0.0,A,A
"VOK::IRGC 99831-1::[IRIS 313-12322]",IRIS 313-12322,IRGC 128497,subtrop,0.0,A,A
"BAN KEO::IRGC 99953-1::[IRIS 313-12323]",IRIS 313-12323,IRGC 135563,subtrop,0.0,A,A
"BER YA::IRGC 99970-1::[IRIS 313-12324]",IRIS 313-12324,IRGC 128241,subtrop,0.0,A,A
"DISSI::IRGC 101346-1::[IRIS 313-12325]",IRIS 313-12325,IRGC 127321,ind2,0.0,A,A
"CHAO DO::IRGC 106666-1::[IRIS 313-12329]",IRIS 313-12329,IRGC 128258,indx,0.0,A,A
"CHAO PEE::IRGC 106767-1::[IRIS 313-12330]",IRIS 313-12330,IRGC 127267,subtrop,0.0,A,A
"KON SIM::IRGC 95626-1::[IRIS 313-12265]",IRIS 313-12265,IRGC 128352,subtrop,0.0,A,A
"DENG NYAY::IRGC 106907-1::[IRIS 313-12332]",IRIS 313-12332,IRGC 127312,subtrop,0.0,A,A
"DO KHAW::IRGC 106977-1::[IRIS 313-12334]",IRIS 313-12334,IRGC 127334,ind3,0.0,A,A
"DO LEUANG::IRGC 106990-1::[IRIS 313-12336]",IRIS 313-12336,IRGC 128282,subtrop,0.0,A,A
"DOK HIEN NOI::IRGC 107021-1::[IRIS 313-12337]",IRIS 313-12337,IRGC 127335,subtrop,0.0,A,A
"NYAO::IRGC 107091-1::[IRIS 313-12340]",IRIS 313-12340,IRGC 128412,subtrop,0.0,A,A
"KAUK PAHLING::IRGC 95823-2::[IRIS 313-12266]",IRIS 313-12266,IRGC 128520,subtrop,0.0,A,A
"NYON::IRGC 107099-1::[IRIS 313-12341]",IRIS 313-12341,IRGC 128413,subtrop,0.0,A,A
"HAI NA::IRGC 107117-1::[IRIS 313-12342]",IRIS 313-12342,IRGC 127399,subtrop,0.0,A,A
"KHAO::IRGC 107359-1::[IRIS 313-12344]",IRIS 313-12344,,subtrop,0.0,A,A
"VIENG::IRGC 107375-2::[IRIS 313-12345]",IRIS 313-12345,IRGC 128201,subtrop,0.0,A,A
"LAB::IRGC 107468-1::[IRIS 313-12346]",IRIS 313-12346,IRGC 127540,subtrop,0.0,A,A
"LAI DAM::IRGC 107490-1::[IRIS 313-12347]",IRIS 313-12347,IRGC 127541,subtrop,0.0,A,A
"LOUK NOK::IRGC 107599-1::[IRIS 313-12348]",IRIS 313-12348,IRGC 127575,subtrop,0.0,A,A
"MAK KHEUA DENG::IRGC 107709-1::[IRIS 313-12349]",IRIS 313-12349,IRGC 127592,subtrop,0.0,A,A
"MAK KHEUA KANG::IRGC 107712-1::[IRIS 313-12350]",IRIS 313-12350,IRGC 127593,subtrop,0.0,A,A
"KHAO LOUANG::IRGC 107770-1::[IRIS 313-12351]",IRIS 313-12351,IRGC 135759,subtrop,0.0,A,A
"MEE::IRGC 107773-1::[IRIS 313-12352]",IRIS 313-12352,IRGC 127621,subtrop,0.0,A,A
"MOK::IRGC 107804-1::[IRIS 313-12353]",IRIS 313-12353,IRGC 132017,subtrop,0.0,A,A
"NASAENG::IRGC 107818-1::[IRIS 313-12354]",IRIS 313-12354,IRGC 127649,indx,0.0,A,A
"NASAENG::IRGC 107819-1::[IRIS 313-12355]",IRIS 313-12355,IRGC 127650,indx,0.0,A,A
"NORIN 21::IRGC 493-1::[IRIS 313-10437]",IRIS 313-10437,IRGC 128409,temp,0.0,A,A
"NAGKAYAT::IRGC 584-1::[IRIS 313-10440]",IRIS 313-10440,IRGC 127642,temp,0.0,A,A
"CASIBON::IRGC 589-2::[IRIS 313-10441]",IRIS 313-10441,IRGC 132327,indx,0.0,A,A
"FORTUNA COLORADO::IRGC 703-1::[IRIS 313-10444]",IRIS 313-10444,IRGC 127371,trop,0.0,A,A
"SERAUP 50::IRGC 14-1::[IRIS 313-10428]",IRIS 313-10428,,ind3,0.0,A,A
"BINOLAYANGUN::IRGC 791-2::[IRIS 313-10448]",IRIS 313-10448,IRGC 127996,ind3,0.0,A,A
"CI 7061::IRGC 968-1::[IRIS 313-10449]",IRIS 313-10449,IRGC 128264,ind1A,0.0,A,A
"CHAN KU::IRGC 1069-1::[IRIS 313-10450]",IRIS 313-10450,IRGC 127258,ind1A,0.0,A,A
"LING TA 150::IRGC 1106-1::[IRIS 313-10452]",IRIS 313-10452,IRGC 127565,ind1A,0.0,A,A
"LU TAO 2::IRGC 1175-1::[IRIS 313-10453]",IRIS 313-10453,IRGC 128371,japx,0.0,A,A
"TAICHUNG 150::IRGC 80-1::[IRIS 313-10429]",IRIS 313-10429,IRGC 127834,temp,0.0,A,A
"P 168::IRGC 1354-1::[IRIS 313-10458]",IRIS 313-10458,IRGC 127695,ind1A,0.0,A,A
"PI 160862-1::IRGC 1452-1::[IRIS 313-10459]",IRIS 313-10459,,japx,0.0,A,A
"GINMASARI::IRGC 242-1::[IRIS 313-10430]",IRIS 313-10430,IRGC 128299,temp,0.0,A,A
"KINUGASAWASE::IRGC 2609-1::[IRIS 313-10469]",IRIS 313-10469,IRGC 128347,temp,0.0,A,A
"PACHCHAIPERUMAL 2462-11::IRGC 3474-1::[IRIS 313-10476]",IRIS 313-10476,IRGC 127698,ind2,0.0,A,A
"RUSTY LATE::IRGC 3506-1::[IRIS 313-10477]",IRIS 313-10477,IRGC 128454,indx,0.0,A,A
"PULUT NANGKA 16::IRGC 3630-2::[IRIS 313-10480]",IRIS 313-10480,IRGC 132365,indx,0.0,A,A
"PILIT (7480) SELN (CI 12007)::IRGC 3758-1::[IRIS 313-10484]",IRIS 313-10484,IRGC 127729,ind1A,0.0,A,A
"CATIBOS::IRGC 3762-1::[IRIS 313-10485]",IRIS 313-10485,IRGC 127248,trop,0.0,A,A
"MOROPOTOL::IRGC 3909-1::[IRIS 313-10489]",IRIS 313-10489,IRGC 127630,trop,0.0,A,A
"TP MIL 53::IRGC 326-2::[IRIS 313-10433]",IRIS 313-10433,IRGC 128193,indx,0.0,A,A
"CE IN TSAN::IRGC 4362-1::[IRIS 313-10497]",IRIS 313-10497,IRGC 127249,ind1A,0.0,A,A
"TON ROO SHUN::IRGC 4572-1::[IRIS 313-10502]",IRIS 313-10502,IRGC 127865,ind1A,0.0,A,A
"HA GOO::IRGC 4577-1::[IRIS 313-10503]",IRIS 313-10503,IRGC 127398,ind1A,0.0,A,A
"HSIEH DAU::IRGC 4727-1::[IRIS 313-10504]",IRIS 313-10504,IRGC 127419,ind1A,0.0,A,A
"PARN A 191::IRGC 4932-1::[IRIS 313-10506]",IRIS 313-10506,,ind3,0.0,A,A
"HSIANG TSENF TAO::IRGC 5008-1::[IRIS 313-10507]",IRIS 313-10507,IRGC 128311,trop,0.0,A,A
"AMBARIKORI::IRGC 5132-1::[IRIS 313-10509]",IRIS 313-10509,IRGC 127120,ind3,0.0,A,A
"MAGSIING::IRGC 5211-1::[IRIS 313-10510]",IRIS 313-10510,IRGC 127589,indx,0.0,A,A
"MACAN SAPAC::IRGC 5212-2::[IRIS 313-10511]",IRIS 313-10511,IRGC 128101,ind3,0.0,A,A
"LUBANG PUTI::IRGC 5429-1::[IRIS 313-10513]",IRIS 313-10513,IRGC 127579,indx,0.0,A,A
"CAMPENA::IRGC 5452-2::[IRIS 313-10514]",IRIS 313-10514,IRGC 135629,indx,0.0,A,A
"TAICHUNG WOO GEN 2::IRGC 5525-1::[IRIS 313-10515]",IRIS 313-10515,IRGC 127836,ind1A,0.0,A,A
"O. SATIVA::IRGC 5779-1::[IRIS 313-10516]",IRIS 313-10516,IRGC 127689,indx,0.0,A,A
"SIPOT::IRGC 5825-1::[IRIS 313-10517]",IRIS 313-10517,IRGC 127812,ind3,0.0,A,A
"KHAYANGYA D 34-181::IRGC 5861-2::[IRIS 313-10518]",IRIS 313-10518,IRGC 128088,indx,0.0,A,A
"ADT 22::IRGC 5901-1::[IRIS 313-10519]",IRIS 313-10519,IRGC 135733,ind2,0.0,A,
"NATURAL HYBRID C 33-8::IRGC 5929-1::[IRIS 313-10520]",IRIS 313-10520,,indx,0.0,A,A
"HR 22::IRGC 6394-1::[IRIS 313-10531]",IRIS 313-10531,IRGC 128310,admix,0.0,A,A
"D 204-1::IRGC 6445-1::[IRIS 313-10534]",IRIS 313-10534,IRGC 127290,aus,0.0,A,A
"GAMTI 1-34::IRGC 6479-2::[IRIS 313-10536]",IRIS 313-10536,IRGC 128041,ind2,0.0,A,A
"SANNABATHA::IRGC 5971-1::[IRIS 313-10521]",IRIS 313-10521,,aro,0.0,A,A
"BADAL 76::IRGC 6586-1::[IRIS 313-10539]",IRIS 313-10539,IRGC 127199,ind2,0.0,,
"IACA ESCURO::IRGC 6636-1::[IRIS 313-10541]",IRIS 313-10541,IRGC 131990,trop,0.0,A,A
"BELLO::IRGC 6658-2::[IRIS 313-10542]",IRIS 313-10542,IRGC 127992,ind2,0.0,A,A
"DONGREM::IRGC 6688-1::[IRIS 313-10544]",IRIS 313-10544,IRGC 127340,ind2,0.0,A,A
"C 34-13::IRGC 6797-2::[IRIS 313-10547]",IRIS 313-10547,IRGC 128007,indx,0.0,A,A
"SUKAMANDI 1005::IRGC 6065-1::[IRIS 313-10522]",IRIS 313-10522,,admix,0.0,A,A
"RATUA 81::IRGC 6829-1::[IRIS 313-10549]",IRIS 313-10549,IRGC 132039,aus,0.0,A,A
"221 BC 4-1-45-10::IRGC 6865-1::[IRIS 313-10550]",IRIS 313-10550,IRGC 135561,indx,0.0,A,A
"RL GOPHER::IRGC 6934-2::[IRIS 313-10552]",IRIS 313-10552,IRGC 128150,trop,0.0,A,A
"BONG SEN::IRGC 7011-1::[IRIS 313-10554]",IRIS 313-10554,IRGC 127235,ind3,0.0,A,A
"LUA HUONG T 1::IRGC 7082-2::[IRIS 313-10555]",IRIS 313-10555,IRGC 128098,ind3,0.0,A,A
"LUA DEN MUA::IRGC 7185-1::[IRIS 313-10556]",IRIS 313-10556,IRGC 135770,ind3,0.0,A,A
"KONG MARETH 4 T 1::IRGC 7248-1::[IRIS 313-10557]",IRIS 313-10557,IRGC 135764,ind3,0.0,A,A
"LITCHIKIANG::IRGC 7287-1::[IRIS 313-10558]",IRIS 313-10558,IRGC 128367,temp,0.0,A,A
"PTB 18::IRGC 6105-1::[IRIS 313-10523]",IRIS 313-10523,IRGC 135786,indx,0.0,A,A
"FI LAI FENG::IRGC 7288-1::[IRIS 313-10559]",IRIS 313-10559,IRGC 127369,temp,0.0,A,A
"TA PAI MAUNG::IRGC 7292-1::[IRIS 313-10560]",IRIS 313-10560,IRGC 127848,ind1A,0.0,A,A
"NAN TEO 14::IRGC 7304-1::[IRIS 313-10561]",IRIS 313-10561,IRGC 127645,ind1A,0.0,A,A
"SENG CHUI LIN::IRGC 7313-1::[IRIS 313-10562]",IRIS 313-10562,IRGC 128463,japx,0.0,A,A
"SHA TIAO TSAO::IRGC 7339-1::[IRIS 313-10563]",IRIS 313-10563,IRGC 128469,temp,0.0,A,A
"250 KUNGANI 1::IRGC 7370-1::[IRIS 313-10564]",IRIS 313-10564,IRGC 128209,temp,0.0,A,A
"221 B 36-1-1-1-1::IRGC 7585-1::[IRIS 313-10565]",IRIS 313-10565,IRGC 127098,indx,0.0,A,A
"221 C 391-1-3-3::IRGC 7600-1::[IRIS 313-10566]",IRIS 313-10566,IRGC 127099,indx,0.0,A,A
"AIKAWA 44::IRGC 7676-1::[IRIS 313-10567]",IRIS 313-10567,IRGC 128212,temp,0.0,A,A
"OITA MII 120::IRGC 7696-1::[IRIS 313-10568]",IRIS 313-10568,IRGC 128414,temp,0.0,A,A
"KHAO BAI SRI::IRGC 6110-2::[IRIS 313-10524]",IRIS 313-10524,,ind3,0.0,A,A
"BEN KEI::IRGC 7769-1::[IRIS 313-10569]",IRIS 313-10569,IRGC 128240,temp,0.0,A,A
"CHUSEI HONEN::IRGC 7777-1::[IRIS 313-10570]",IRIS 313-10570,IRGC 128263,temp,0.0,A,A
"KOTHMALLI KARUPPAN::IRGC 7842-1::[IRIS 313-10572]",IRIS 313-10572,IRGC 127533,indx,0.0,A,A
"SOSSOKA OULE::IRGC 7850-2::[IRIS 313-10573]",IRIS 313-10573,IRGC 128168,ind2,0.0,A,A
"KAILUNDO::IRGC 7859-2::[IRIS 313-10574]",IRIS 313-10574,IRGC 132253,indx,0.0,A,A
"KAYANGYA D 402::IRGC 7927-2::[IRIS 313-10575]",IRIS 313-10575,IRGC 128074,indx,0.0,A,A
"BAANYALOJOPOIHUN::IRGC 7928-2::[IRIS 313-10576]",IRIS 313-10576,IRGC 127979,ind2,0.0,A,A
"IFUGAO RICE::IRGC 8052-1::[IRIS 313-10577]",IRIS 313-10577,IRGC 128318,trop,0.0,A,A
"PARAY QIKUG KABAYUH::IRGC 8059-1::[IRIS 313-10578]",IRIS 313-10578,IRGC 132028,trop,0.0,A,A
